Item ID,Item Name,Category,Quantity,Price per Unit,Total Value,Warehouse,Reorder Level
EL-0390,Camera,Electronics,347,439.52,152513.44,Warehouse-5,70
CL-0391,Shirt,Clothing,242,48.7,11785.4,Warehouse-2,85
CL-0392,Shoes,Clothing,108,378.78,40908.24,Warehouse-1,21
CL-0393,Jacket,Clothing,81,912.97,73950.57,Warehouse-3,65
TO-0394,Blocks,Toys,127,608.2,77241.4,Warehouse-2,66
FU-0395,Table,Furniture,462,127.11,58724.82,Warehouse-1,22
BO-0396,Textbook,Books,471,802.21,377840.91,Warehouse-3,49
TO-0397,Ball,Toys,99,170.12,16841.88,Warehouse-3,87
EL-0398,Monitor,Electronics,479,883.14,423024.06,Warehouse-4,82
TO-0399,Screwdriver,Tools,48,107.19,5145.12,Warehouse-3,37
BO-0400,Textbook,Books,416,144.32,60037.12,Warehouse-5,35
FO-0401,Chicken,Food,336,171.71,57694.56,Warehouse-1,38
FU-0402,Chair,Furniture,356,341.71,121648.76,Warehouse-5,87
EL-0403,Phone,Electronics,115,212.13,24394.95,Warehouse-5,68
TO-0404,Car,Toys,300,645.14,193542.0,Warehouse-3,55
FO-0405,Cheese,Food,74,581.16,43005.84,Warehouse-5,68
EL-0406,Phone,Electronics,21,128.91,2707.11,Warehouse-4,47
FO-0407,Bread,Food,89,326.54,29062.06,Warehouse-1,48
FO-0408,Apple,Food,331,707.56,234202.36,Warehouse-1,73
FO-0409,Apple,Food,404,943.63,381226.52,Warehouse-5,65
TO-0410,Puzzle,Toys,380,593.13,225389.4,Warehouse-5,52
BO-0411,Manual,Books,391,311.71,121878.61,Warehouse-2,72
FO-0412,Bread,Food,249,41.15,10246.35,Warehouse-5,76
TO-0413,Hammer,Tools,152,997.84,151671.68,Warehouse-5,65
FO-0414,Bread,Food,31,477.99,14817.69,Warehouse-4,69
FU-0415,Shelf,Furniture,291,650.04,189161.64,Warehouse-2,70
FO-0416,Cheese,Food,387,975.39,377475.93,Warehouse-2,98
TO-0417,Saw,Tools,186,921.55,171408.3,Warehouse-4,69
FO-0418,Apple,Food,22,406.85,8950.7,Warehouse-5,65
TO-0419,Car,Toys,112,770.38,86282.56,Warehouse-5,58
CL-0420,Hat,Clothing,465,383.41,178285.65,Warehouse-4,82
FO-0421,Apple,Food,268,279.42,74884.56,Warehouse-3,35
TO-0422,Saw,Tools,247,659.48,162891.56,Warehouse-3,64
TO-0423,Hammer,Tools,492,477.16,234762.72,Warehouse-3,39
BO-0424,Textbook,Books,10,723.88,7238.8,Warehouse-4,58
EL-0425,Laptop,Electronics,189,633.18,119671.02,Warehouse-1,92
EL-0426,Camera,Electronics,15,137.65,2064.75,Warehouse-2,43
TO-0427,Hammer,Tools,290,817.56,237092.4,Warehouse-1,36
CL-0428,Shirt,Clothing,169,478.72,80903.68,Warehouse-1,22
FO-0429,Bread,Food,240,691.53,165967.2,Warehouse-4,67
TO-0430,Hammer,Tools,7,890.64,6234.48,Warehouse-3,89
EL-0431,Tablet,Electronics,8,811.95,6495.6,Warehouse-5,44
BO-0432,Novel,Books,339,84.29,28574.31,Warehouse-4,83
TO-0433,Screwdriver,Tools,378,392.31,148293.18,Warehouse-4,50
TO-0434,Puzzle,Toys,495,450.72,223106.4,Warehouse-4,81
BO-0435,Novel,Books,470,519.42,244127.4,Warehouse-5,28
EL-0436,Tablet,Electronics,9,536.41,4827.69,Warehouse-4,52
FO-0437,Bread,Food,86,756.46,65055.56,Warehouse-3,38
EL-0438,Laptop,Electronics,88,948.61,83477.68,Warehouse-2,70
CL-0439,Shoes,Clothing,192,581.02,111555.84,Warehouse-1,81
CL-0440,Pants,Clothing,123,590.59,72642.57,Warehouse-2,67
BO-0441,Textbook,Books,3,269.51,808.53,Warehouse-3,93
EL-0442,Monitor,Electronics,443,319.28,141441.04,Warehouse-2,41
EL-0443,Tablet,Electronics,452,171.44,77490.88,Warehouse-1,23
TO-0444,Hammer,Tools,261,916.85,239297.85,Warehouse-1,40
FO-0445,Bread,Food,496,232.06,115101.76,Warehouse-5,43
CL-0446,Jacket,Clothing,8,157.66,1261.28,Warehouse-5,46
TO-0447,Saw,Tools,345,908.22,313335.9,Warehouse-5,75
EL-0448,Phone,Electronics,269,601.49,161800.81,Warehouse-1,25
CL-0449,Shirt,Clothing,455,739.85,336631.75,Warehouse-2,30
TO-0450,Car,Toys,211,772.46,162989.06,Warehouse-3,30
EL-0451,Phone,Electronics,143,881.04,125988.72,Warehouse-5,98
CL-0452,Jacket,Clothing,192,477.05,91593.6,Warehouse-4,66
EL-0453,Monitor,Electronics,191,863.53,164934.23,Warehouse-1,33
TO-0454,Hammer,Tools,333,768.72,255983.76,Warehouse-2,69
FU-0455,Table,Furniture,180,957.11,172279.8,Warehouse-1,26
EL-0456,Phone,Electronics,44,829.52,36498.88,Warehouse-1,98
BO-0457,Novel,Books,184,34.48,6344.32,Warehouse-1,24
EL-0458,Laptop,Electronics,164,451.33,74018.12,Warehouse-2,24
FO-0459,Chicken,Food,406,408.35,165790.1,Warehouse-5,92
TO-0460,Hammer,Tools,182,455.84,82962.88,Warehouse-5,91
FU-0461,Couch,Furniture,180,415.81,74845.8,Warehouse-5,75
FO-0462,Cheese,Food,226,354.98,80225.48,Warehouse-5,56
CL-0463,Shirt,Clothing,422,86.25,36397.5,Warehouse-5,94
FO-0464,Chicken,Food,21,780.4,16388.4,Warehouse-1,27
EL-0465,Camera,Electronics,295,170.82,50391.9,Warehouse-5,77
EL-0466,Tablet,Electronics,317,730.59,231597.03,Warehouse-5,77
TO-0467,Doll,Toys,391,482.38,188610.58,Warehouse-3,44
FU-0468,Shelf,Furniture,81,509.82,41295.42,Warehouse-2,43
CL-0469,Shirt,Clothing,48,309.04,14833.92,Warehouse-4,51
TO-0470,Wrench,Tools,450,766.9,345105.0,Warehouse-5,88
TO-0471,Car,Toys,197,940.54,185286.38,Warehouse-2,36
FO-0472,Milk,Food,409,253.56,103706.04,Warehouse-4,65
FU-0473,Table,Furniture,74,23.01,1702.74,Warehouse-2,27
EL-0474,Tablet,Electronics,105,562.9,59104.5,Warehouse-3,36
FO-0475,Cheese,Food,490,134.36,65836.4,Warehouse-3,41
FO-0476,Bread,Food,8,611.24,4889.92,Warehouse-3,97
BO-0477,Novel,Books,39,900.86,35133.54,Warehouse-3,82
TO-0478,Hammer,Tools,385,348.32,134103.2,Warehouse-3,78
FO-0479,Apple,Food,76,812.47,61747.72,Warehouse-2,46
FO-0480,Milk,Food,169,968.19,163624.11,Warehouse-3,68
TO-0481,Ball,Toys,100,244.94,24494.0,Warehouse-5,64
BO-0482,Novel,Books,268,650.58,174355.44,Warehouse-1,24
TO-0483,Wrench,Tools,498,714.51,355825.98,Warehouse-1,51
TO-0484,Hammer,Tools,338,494.44,167120.72,Warehouse-2,92
EL-0485,Phone,Electronics,179,330.97,59243.63,Warehouse-5,93
FU-0486,Table,Furniture,293,621.01,181955.93,Warehouse-2,79
FO-0487,Milk,Food,481,757.29,364256.49,Warehouse-1,23
FU-0488,Chair,Furniture,41,109.55,4491.55,Warehouse-2,89
TO-0489,Wrench,Tools,22,273.99,6027.78,Warehouse-2,53
FU-0490,Desk,Furniture,311,244.52,76045.72,Warehouse-4,61
FU-0491,Table,Furniture,129,228.06,29419.74,Warehouse-5,34
CL-0492,Pants,Clothing,32,599.1,19171.2,Warehouse-1,52
BO-0493,Manual,Books,488,427.91,208820.08,Warehouse-2,77
CL-0494,Hat,Clothing,68,841.41,57215.88,Warehouse-5,74
TO-0495,Drill,Tools,15,3.07,46.05,Warehouse-5,85
FU-0496,Couch,Furniture,78,594.89,46401.42,Warehouse-1,30
TO-0497,Screwdriver,Tools,63,341.6,21520.8,Warehouse-5,56
EL-0498,Monitor,Electronics,270,91.34,24661.8,Warehouse-2,52
FO-0499,Chicken,Food,257,729.0,187353.0,Warehouse-5,30
FO-0500,Apple,Food,4,277.08,1108.32,Warehouse-1,87
FU-0501,Couch,Furniture,7,37.42,261.94,Warehouse-4,23
TO-0502,Doll,Toys,308,169.35,52159.8,Warehouse-1,81
BO-0503,Textbook,Books,478,646.9,309218.2,Warehouse-1,23
EL-0504,Phone,Electronics,351,100.53,35286.03,Warehouse-1,55
BO-0505,Magazine,Books,327,331.81,108501.87,Warehouse-4,53
TO-0506,Blocks,Toys,253,188.14,47599.42,Warehouse-3,82
EL-0507,Monitor,Electronics,348,90.95,31650.6,Warehouse-2,88
TO-0508,Puzzle,Toys,247,21.4,5285.8,Warehouse-5,20
FO-0509,Cheese,Food,224,346.98,77723.52,Warehouse-5,23
TO-0510,Drill,Tools,174,614.41,106907.34,Warehouse-4,52
EL-0511,Phone,Electronics,296,116.29,34421.84,Warehouse-3,66
TO-0512,Screwdriver,Tools,320,91.03,29129.6,Warehouse-2,38
TO-0513,Hammer,Tools,185,755.57,139780.45,Warehouse-1,82
TO-0514,Hammer,Tools,174,282.56,49165.44,Warehouse-4,39
FU-0515,Table,Furniture,177,201.9,35736.3,Warehouse-3,49
TO-0516,Ball,Toys,456,532.38,242765.28,Warehouse-2,68
FO-0517,Milk,Food,70,961.55,67308.5,Warehouse-1,57
TO-0518,Hammer,Tools,204,468.38,95549.52,Warehouse-1,62
EL-0519,Camera,Electronics,246,913.33,224679.18,Warehouse-4,85
TO-0520,Ball,Toys,295,334.33,98627.35,Warehouse-5,60
CL-0521,Shirt,Clothing,328,488.58,160254.24,Warehouse-4,63
EL-0522,Tablet,Electronics,400,29.57,11828.0,Warehouse-1,54
CL-0523,Jacket,Clothing,324,400.35,129713.4,Warehouse-1,69
EL-0524,Monitor,Electronics,390,723.08,282001.2,Warehouse-5,98
TO-0525,Hammer,Tools,298,384.45,114566.1,Warehouse-1,50
FU-0526,Table,Furniture,393,549.85,216091.05,Warehouse-2,42
TO-0527,Hammer,Tools,452,347.95,157273.4,Warehouse-4,94
FO-0528,Cheese,Food,346,26.34,9113.64,Warehouse-2,72
TO-0529,Blocks,Toys,270,19.86,5362.2,Warehouse-5,58
CL-0530,Pants,Clothing,335,636.52,213234.2,Warehouse-5,23
EL-0531,Monitor,Electronics,414,522.3,216232.2,Warehouse-5,50
FO-0532,Apple,Food,347,859.31,298180.57,Warehouse-4,54
BO-0533,Magazine,Books,458,845.81,387380.98,Warehouse-4,26
TO-0534,Doll,Toys,378,71.37,26977.86,Warehouse-5,92
FO-0535,Milk,Food,414,38.72,16030.08,Warehouse-2,87
FU-0536,Table,Furniture,241,362.85,87446.85,Warehouse-2,20
CL-0537,Shirt,Clothing,187,774.9,144906.3,Warehouse-2,38
FO-0538,Cheese,Food,190,706.17,134172.3,Warehouse-3,41
BO-0539,Manual,Books,259,631.79,163633.61,Warehouse-3,86
BO-0540,Textbook,Books,29,397.5,11527.5,Warehouse-5,97
EL-0541,Camera,Electronics,280,890.43,249320.4,Warehouse-2,35
FU-0542,Shelf,Furniture,201,754.03,151560.03,Warehouse-4,73
EL-0543,Phone,Electronics,466,61.5,28659.0,Warehouse-2,26
EL-0544,Monitor,Electronics,470,146.11,68671.7,Warehouse-5,60
EL-0545,Tablet,Electronics,414,624.2,258418.8,Warehouse-4,37
CL-0546,Shoes,Clothing,385,432.05,166339.25,Warehouse-5,42
FO-0547,Chicken,Food,42,722.43,30342.06,Warehouse-4,46
TO-0548,Doll,Toys,407,186.09,75738.63,Warehouse-1,40
CL-0549,Pants,Clothing,66,765.3,50509.8,Warehouse-5,20
TO-0550,Blocks,Toys,300,662.23,198669.0,Warehouse-5,32
BO-0551,Manual,Books,74,256.14,18954.36,Warehouse-2,30
EL-0552,Camera,Electronics,47,274.06,12880.82,Warehouse-4,44
TO-0553,Blocks,Toys,172,128.88,22167.36,Warehouse-2,27
TO-0554,Saw,Tools,391,891.08,348412.28,Warehouse-1,72
EL-0555,Phone,Electronics,455,558.14,253953.7,Warehouse-3,33
FU-0556,Couch,Furniture,202,110.89,22399.78,Warehouse-4,23
FU-0557,Chair,Furniture,478,801.55,383140.9,Warehouse-1,98
TO-0558,Hammer,Tools,208,877.5,182520.0,Warehouse-1,96
FO-0559,Chicken,Food,330,776.25,256162.5,Warehouse-4,47
FO-0560,Chicken,Food,200,637.32,127464.0,Warehouse-5,63
EL-0561,Tablet,Electronics,192,504.68,96898.56,Warehouse-2,36
FU-0562,Desk,Furniture,359,942.07,338203.13,Warehouse-4,24
EL-0563,Monitor,Electronics,397,81.91,32518.27,Warehouse-1,83
TO-0564,Doll,Toys,54,573.16,30950.64,Warehouse-4,73
BO-0565,Manual,Books,411,111.52,45834.72,Warehouse-2,38
TO-0566,Drill,Tools,299,788.5,235761.5,Warehouse-5,90
BO-0567,Textbook,Books,236,763.56,180200.16,Warehouse-4,46
TO-0568,Hammer,Tools,402,557.96,224299.92,Warehouse-1,60
TO-0569,Hammer,Tools,192,358.77,68883.84,Warehouse-2,95
BO-0570,Manual,Books,153,259.45,39695.85,Warehouse-2,96
TO-0571,Car,Toys,77,100.75,7757.75,Warehouse-5,67
TO-0572,Wrench,Tools,42,84.75,3559.5,Warehouse-1,43
FU-0573,Shelf,Furniture,92,538.08,49503.36,Warehouse-1,92
BO-0574,Novel,Books,51,244.74,12481.74,Warehouse-2,38
FO-0575,Cheese,Food,464,762.44,353772.16,Warehouse-5,50
FO-0576,Milk,Food,105,250.35,26286.75,Warehouse-3,56
TO-0577,Car,Toys,300,114.61,34383.0,Warehouse-1,92
TO-0578,Screwdriver,Tools,79,468.5,37011.5,Warehouse-1,77
FU-0579,Shelf,Furniture,401,499.11,200143.11,Warehouse-4,81
EL-0580,Tablet,Electronics,352,990.35,348603.2,Warehouse-3,50
TO-0581,Wrench,Tools,144,960.87,138365.28,Warehouse-3,97
FU-0582,Desk,Furniture,449,944.93,424273.57,Warehouse-5,79
EL-0583,Camera,Electronics,268,132.6,35536.8,Warehouse-4,62
CL-0584,Pants,Clothing,342,700.05,239417.1,Warehouse-4,21
TO-0585,Wrench,Tools,464,42.04,19506.56,Warehouse-1,68
FU-0586,Couch,Furniture,472,450.41,212593.52,Warehouse-5,38
EL-0587,Monitor,Electronics,267,662.76,176956.92,Warehouse-2,28
EL-0588,Tablet,Electronics,86,311.44,26783.84,Warehouse-5,42
TO-0589,Drill,Tools,356,179.86,64030.16,Warehouse-3,21
CL-0590,Pants,Clothing,452,23.71,10716.92,Warehouse-1,62
BO-0591,Magazine,Books,189,745.76,140948.64,Warehouse-4,64
TO-0592,Saw,Tools,482,269.3,129802.6,Warehouse-2,44
EL-0593,Laptop,Electronics,51,264.64,13496.64,Warehouse-2,91
BO-0594,Manual,Books,14,747.59,10466.26,Warehouse-1,53
BO-0595,Magazine,Books,86,940.76,80905.36,Warehouse-2,26
TO-0596,Wrench,Tools,428,199.38,85334.64,Warehouse-2,23
FO-0597,Chicken,Food,75,876.01,65700.75,Warehouse-3,46
FO-0598,Chicken,Food,328,132.39,43423.92,Warehouse-2,55
FO-0599,Bread,Food,277,382.17,105861.09,Warehouse-1,63
TO-0600,Wrench,Tools,493,389.43,191988.99,Warehouse-3,41
TO-0601,Blocks,Toys,457,240.02,109689.14,Warehouse-3,76
BO-0602,Textbook,Books,12,384.74,4616.88,Warehouse-4,97
BO-0603,Manual,Books,95,975.21,92644.95,Warehouse-2,77
TO-0604,Wrench,Tools,89,580.72,51684.08,Warehouse-4,84
FO-0605,Bread,Food,213,441.39,94016.07,Warehouse-3,94
FO-0606,Milk,Food,339,500.24,169581.36,Warehouse-3,87
FO-0607,Apple,Food,165,67.39,11119.35,Warehouse-4,64
TO-0608,Doll,Toys,277,851.41,235840.57,Warehouse-2,33
BO-0609,Notebook,Books,232,481.42,111689.44,Warehouse-2,56
EL-0610,Camera,Electronics,65,975.3,63394.5,Warehouse-2,42
FO-0611,Apple,Food,62,951.99,59023.38,Warehouse-5,68
FU-0612,Chair,Furniture,403,532.82,214726.46,Warehouse-2,85
FU-0613,Shelf,Furniture,80,648.94,51915.2,Warehouse-4,60
TO-0614,Ball,Toys,455,849.19,386381.45,Warehouse-5,69
EL-0615,Phone,Electronics,355,618.45,219549.75,Warehouse-1,27
BO-0616,Novel,Books,431,364.23,156983.13,Warehouse-4,57
TO-0617,Wrench,Tools,493,862.87,425394.91,Warehouse-3,21
TO-0618,Doll,Toys,238,994.01,236574.38,Warehouse-1,41
EL-0619,Phone,Electronics,327,340.57,111366.39,Warehouse-1,30
BO-0620,Novel,Books,277,575.4,159385.8,Warehouse-3,26
CL-0621,Jacket,Clothing,384,356.57,136922.88,Warehouse-1,51
FU-0622,Desk,Furniture,495,930.95,460820.25,Warehouse-3,27
FO-0623,Milk,Food,438,48.6,21286.8,Warehouse-3,88
FU-0624,Desk,Furniture,190,337.44,64113.6,Warehouse-1,94
CL-0625,Shirt,Clothing,169,559.07,94482.83,Warehouse-4,52
EL-0626,Camera,Electronics,399,226.69,90449.31,Warehouse-4,36
FO-0627,Chicken,Food,185,325.01,60126.85,Warehouse-2,43
FU-0628,Chair,Furniture,52,496.75,25831.0,Warehouse-3,57
BO-0629,Textbook,Books,91,245.02,22296.82,Warehouse-4,52
TO-0630,Car,Toys,355,285.33,101292.15,Warehouse-2,54
CL-0631,Shoes,Clothing,366,896.65,328173.9,Warehouse-5,94
TO-0632,Car,Toys,417,177.16,73875.72,Warehouse-2,74
TO-0633,Wrench,Tools,148,654.96,96934.08,Warehouse-3,69
BO-0634,Manual,Books,236,599.67,141522.12,Warehouse-4,28
FU-0635,Shelf,Furniture,135,961.83,129847.05,Warehouse-4,35
TO-0636,Drill,Tools,325,814.7,264777.5,Warehouse-2,96
BO-0637,Novel,Books,164,969.75,159039.0,Warehouse-1,64
EL-0638,Tablet,Electronics,316,100.21,31666.36,Warehouse-3,37
TO-0639,Drill,Tools,28,821.92,23013.76,Warehouse-3,31
EL-0640,Laptop,Electronics,304,308.85,93890.4,Warehouse-4,53
TO-0641,Wrench,Tools,163,120.14,19582.82,Warehouse-2,70
EL-0642,Monitor,Electronics,257,551.75,141799.75,Warehouse-5,56
FU-0643,Shelf,Furniture,358,16.78,6007.24,Warehouse-5,68
CL-0644,Jacket,Clothing,464,318.3,147691.2,Warehouse-1,20
TO-0645,Hammer,Tools,274,325.76,89258.24,Warehouse-5,41
FO-0646,Cheese,Food,269,808.86,217583.34,Warehouse-5,84
EL-0647,Phone,Electronics,378,508.24,192114.72,Warehouse-2,66
FO-0648,Milk,Food,44,665.35,29275.4,Warehouse-3,45
TO-0649,Blocks,Toys,415,428.9,177993.5,Warehouse-1,82
FO-0650,Bread,Food,84,82.95,6967.8,Warehouse-1,83
TO-0651,Wrench,Tools,432,927.2,400550.4,Warehouse-2,40
FO-0652,Chicken,Food,319,578.99,184697.81,Warehouse-4,25
FO-0653,Bread,Food,56,507.38,28413.28,Warehouse-5,56
CL-0654,Hat,Clothing,259,772.41,200054.19,Warehouse-3,93
BO-0655,Magazine,Books,11,779.1,8570.1,Warehouse-2,34
FU-0656,Chair,Furniture,39,42.54,1659.06,Warehouse-4,50
BO-0657,Magazine,Books,39,922.73,35986.47,Warehouse-2,38
FU-0658,Chair,Furniture,192,171.5,32928.0,Warehouse-1,33
TO-0659,Ball,Toys,98,191.32,18749.36,Warehouse-1,99
FU-0660,Table,Furniture,448,560.12,250933.76,Warehouse-1,36
FU-0661,Shelf,Furniture,44,901.93,39684.92,Warehouse-5,90
TO-0662,Saw,Tools,71,519.85,36909.35,Warehouse-4,43
FO-0663,Chicken,Food,383,492.54,188642.82,Warehouse-2,22
FO-0664,Milk,Food,38,791.23,30066.74,Warehouse-5,31
CL-0665,Hat,Clothing,182,936.43,170430.26,Warehouse-1,55
FO-0666,Chicken,Food,160,271.66,43465.6,Warehouse-3,74
CL-0667,Pants,Clothing,158,729.38,115242.04,Warehouse-2,90
TO-0668,Wrench,Tools,206,884.91,182291.46,Warehouse-4,37
EL-0669,Phone,Electronics,463,611.8,283263.4,Warehouse-5,83
EL-0670,Tablet,Electronics,460,266.49,122585.4,Warehouse-3,96
TO-0671,Doll,Toys,131,568.28,74444.68,Warehouse-3,42
TO-0672,Ball,Toys,139,832.59,115730.01,Warehouse-4,58
TO-0673,Saw,Tools,174,245.33,42687.42,Warehouse-5,62
BO-0674,Magazine,Books,158,854.06,134941.48,Warehouse-4,95
BO-0675,Manual,Books,40,181.08,7243.2,Warehouse-4,97
BO-0676,Novel,Books,251,556.66,139721.66,Warehouse-4,91
TO-0677,Car,Toys,22,207.81,4571.82,Warehouse-3,24
TO-0678,Doll,Toys,9,552.51,4972.59,Warehouse-3,68
EL-0679,Monitor,Electronics,43,264.42,11370.06,Warehouse-2,89
FO-0680,Bread,Food,79,633.03,50009.37,Warehouse-3,37
FO-0681,Apple,Food,335,61.44,20582.4,Warehouse-4,67
FO-0682,Milk,Food,172,568.97,97862.84,Warehouse-1,39
FU-0683,Chair,Furniture,471,814.37,383568.27,Warehouse-2,80
BO-0684,Magazine,Books,245,706.05,172982.25,Warehouse-5,34
BO-0685,Textbook,Books,154,604.86,93148.44,Warehouse-5,63
FU-0686,Chair,Furniture,375,226.8,85050.0,Warehouse-1,73
FO-0687,Apple,Food,46,206.12,9481.52,Warehouse-2,58
FO-0688,Milk,Food,454,582.72,264554.88,Warehouse-2,97
BO-0689,Novel,Books,455,467.3,212621.5,Warehouse-4,83
FU-0690,Desk,Furniture,52,179.57,9337.64,Warehouse-3,92
FU-0691,Chair,Furniture,232,762.07,176800.24,Warehouse-2,22
TO-0692,Screwdriver,Tools,492,605.47,297891.24,Warehouse-3,58
BO-0693,Magazine,Books,276,839.33,231655.08,Warehouse-4,58
EL-0694,Camera,Electronics,70,847.86,59350.2,Warehouse-1,76
BO-0695,Manual,Books,311,433.65,134865.15,Warehouse-2,48
TO-0696,Saw,Tools,261,935.92,244275.12,Warehouse-5,36
CL-0697,Shirt,Clothing,150,371.11,55666.5,Warehouse-5,89
CL-0698,Hat,Clothing,325,786.88,255736.0,Warehouse-5,64
FO-0699,Apple,Food,483,538.21,259955.43,Warehouse-2,47
FU-0700,Table,Furniture,335,141.1,47268.5,Warehouse-2,41
FO-0701,Milk,Food,247,943.59,233066.73,Warehouse-2,35
TO-0702,Drill,Tools,136,4.48,609.28,Warehouse-1,57
TO-0703,Screwdriver,Tools,414,417.7,172927.8,Warehouse-4,37
CL-0704,Hat,Clothing,419,144.24,60436.56,Warehouse-4,27
EL-0705,Monitor,Electronics,96,304.53,29234.88,Warehouse-2,52
FU-0706,Couch,Furniture,333,164.34,54725.22,Warehouse-4,72
TO-0707,Wrench,Tools,277,410.05,113583.85,Warehouse-1,73
FO-0708,Chicken,Food,136,536.1,72909.6,Warehouse-2,78
BO-0709,Textbook,Books,96,259.36,24898.56,Warehouse-1,52
EL-0710,Monitor,Electronics,308,533.62,164354.96,Warehouse-5,81
FU-0711,Table,Furniture,71,75.12,5333.52,Warehouse-2,87
FU-0712,Desk,Furniture,298,838.44,249855.12,Warehouse-5,64
FU-0713,Shelf,Furniture,495,904.31,447633.45,Warehouse-2,94
BO-0714,Magazine,Books,325,489.91,159220.75,Warehouse-1,27
BO-0715,Magazine,Books,306,120.64,36915.84,Warehouse-2,45
TO-0716,Hammer,Tools,493,681.73,336092.89,Warehouse-3,81
EL-0717,Monitor,Electronics,120,374.2,44904.0,Warehouse-3,47
EL-0718,Phone,Electronics,261,928.86,242432.46,Warehouse-4,56
FU-0719,Shelf,Furniture,24,823.69,19768.56,Warehouse-4,38
TO-0720,Car,Toys,164,369.65,60622.6,Warehouse-2,30
CL-0721,Jacket,Clothing,130,490.48,63762.4,Warehouse-4,32
FU-0722,Desk,Furniture,158,738.53,116687.74,Warehouse-5,21
FO-0723,Milk,Food,63,196.0,12348.0,Warehouse-2,90
FO-0724,Apple,Food,143,982.4,140483.2,Warehouse-4,53
FO-0725,Bread,Food,493,622.25,306769.25,Warehouse-2,40
BO-0726,Manual,Books,120,529.32,63518.4,Warehouse-2,85
BO-0727,Manual,Books,455,727.07,330816.85,Warehouse-1,71
BO-0728,Manual,Books,223,713.46,159101.58,Warehouse-1,99
BO-0729,Notebook,Books,286,129.25,36965.5,Warehouse-2,54
TO-0730,Blocks,Toys,39,610.28,23800.92,Warehouse-2,49
BO-0731,Notebook,Books,371,663.93,246318.03,Warehouse-5,59
TO-0732,Car,Toys,68,100.0,6800.0,Warehouse-2,64
TO-0733,Drill,Tools,358,4.54,1625.32,Warehouse-2,75
EL-0734,Monitor,Electronics,452,982.56,444117.12,Warehouse-2,63
EL-0735,Monitor,Electronics,206,312.22,64317.32,Warehouse-1,36
CL-0736,Jacket,Clothing,252,731.99,184461.48,Warehouse-5,60
CL-0737,Shoes,Clothing,277,273.74,75825.98,Warehouse-4,29
TO-0738,Blocks,Toys,213,448.73,95579.49,Warehouse-5,44
TO-0739,Wrench,Tools,219,667.93,146276.67,Warehouse-5,75
CL-0740,Shirt,Clothing,83,149.95,12445.85,Warehouse-5,84
TO-0741,Drill,Tools,478,160.32,76632.96,Warehouse-5,82
FO-0742,Bread,Food,441,742.83,327588.03,Warehouse-3,96
BO-0743,Manual,Books,409,643.0,262987.0,Warehouse-5,90
TO-0744,Screwdriver,Tools,468,800.82,374783.76,Warehouse-2,44
TO-0745,Ball,Toys,192,308.83,59295.36,Warehouse-5,52
BO-0746,Manual,Books,164,474.81,77868.84,Warehouse-5,87
TO-0747,Blocks,Toys,354,867.33,307034.82,Warehouse-5,58
TO-0748,Saw,Tools,400,192.95,77180.0,Warehouse-2,46
TO-0749,Doll,Toys,294,726.23,213511.62,Warehouse-3,21
CL-0750,Pants,Clothing,232,513.28,119080.96,Warehouse-5,20
FO-0751,Apple,Food,320,32.66,10451.2,Warehouse-1,46
EL-0752,Phone,Electronics,308,14.98,4613.84,Warehouse-5,57
FO-0753,Milk,Food,141,615.21,86744.61,Warehouse-5,53
TO-0754,Hammer,Tools,190,285.78,54298.2,Warehouse-3,72
FU-0755,Desk,Furniture,19,444.84,8451.96,Warehouse-5,80
FO-0756,Bread,Food,413,631.08,260636.04,Warehouse-5,23
FO-0757,Chicken,Food,466,806.06,375623.96,Warehouse-2,68
TO-0758,Car,Toys,355,649.45,230554.75,Warehouse-3,47
CL-0759,Shoes,Clothing,220,194.13,42708.6,Warehouse-3,93
CL-0760,Hat,Clothing,377,968.04,364951.08,Warehouse-2,97
BO-0761,Magazine,Books,250,708.2,177050.0,Warehouse-1,97
TO-0762,Ball,Toys,83,785.29,65179.07,Warehouse-4,40
TO-0763,Drill,Tools,123,265.39,32642.97,Warehouse-5,31
EL-0764,Monitor,Electronics,67,471.47,31588.49,Warehouse-3,58
TO-0765,Saw,Tools,324,627.37,203267.88,Warehouse-3,86
EL-0766,Monitor,Electronics,419,252.9,105965.1,Warehouse-4,39
TO-0767,Car,Toys,311,569.02,176965.22,Warehouse-3,76
TO-0768,Drill,Tools,225,442.33,99524.25,Warehouse-3,56
CL-0769,Shirt,Clothing,140,241.1,33754.0,Warehouse-3,84
FU-0770,Couch,Furniture,498,669.77,333545.46,Warehouse-3,39
BO-0771,Magazine,Books,15,242.43,3636.45,Warehouse-5,76
CL-0772,Shoes,Clothing,169,263.04,44453.76,Warehouse-3,33
TO-0773,Doll,Toys,490,537.63,263438.7,Warehouse-3,85
BO-0774,Novel,Books,143,173.2,24767.6,Warehouse-4,45
FU-0775,Shelf,Furniture,438,60.32,26420.16,Warehouse-5,71
TO-0776,Screwdriver,Tools,139,219.1,30454.9,Warehouse-1,97
BO-0777,Manual,Books,468,722.2,337989.6,Warehouse-4,33
TO-0778,Car,Toys,181,559.37,101245.97,Warehouse-3,43
FU-0779,Desk,Furniture,292,69.24,20218.08,Warehouse-3,87
EL-0780,Laptop,Electronics,302,751.2,226862.4,Warehouse-2,53
TO-0781,Blocks,Toys,44,638.68,28101.92,Warehouse-5,36
